노선번호,구간번호,위치?시점,위치?방향,종류,설치형식,설치일자,비고,공간경도,공간위도
0360,02,2.746,1,4색등,측주식,20151230,,,
0360,02,2.746,1,2색보행등,부착식,20151230,잔여시간표시기부착,,
0360,02,2.746,1,2색보행등,부착식,20151230,잔여시간표시기부착,,
0360,02,2.753,0,4색등,측주식,20151230,,,
0360,02,2.753,0,2색보행등,부착식,20151230,잔여시간표시기부착,,
0360,02,2.758,1,2색보행등,부착식,20151230,잔여시간표시기부착,,
0360,02,2.758,1,4색등,측주식,20151230,,,
0360,02,2.765,0,2색보행등,부착식,20151230,잔여시간표시기부착,,
0360,02,2.765,0,4색등,측주식,20151230,,,
0360,02,2.767,0,4색등,측주식,20151230,,,
0360,02,2.767,0,2색보행등,부착식,20151230,잔여시간표시기부착,,
0360,02,2.769,1,4색등,측주식,20151230,2EA,,
0360,02,2.769,1,2색보행등,부착식,20151230,잔여시간표시기부착,,
0360,01,2.92,0,2색보행등,단주식,,,,
0360,01,2.924,1,4색등,측주식,,,,
0360,01,2.924,1,3색등,측주식,,,,
0360,02,2.925,0,3색등,측주식,20151230,2EA,,
0360,02,2.925,0,4색등,측주식,20151230,2EA,,
0360,02,2.937,1,3색등,측주식,20151230,2EA,,
0360,02,2.937,1,2색보행등,부착식,20151230,잔여시간표시기부착,,
0360,02,2.947,0,2색보행등,부착식,20151230,잔여시간표시기부착,,
0360,02,2.947,0,4색등,측주식,20151230,,,
0360,01,2.955,0,4색등,측주식,,,,
0360,01,2.955,0,3색등,측주식,,,,
0360,01,2.986,1,4색등,측주식,,,,
0360,01,2.986,1,3색등,측주식,,,,
0360,01,3.028,0,4색등,측주식,,,,
0360,01,3.028,0,3색등,측주식,,,,
0360,01,3.198,0,2색등,측주식,,,,
0360,01,3.392,1,4색등,측주식,,,,
0360,01,3.392,1,3색등,측주식,,,,
0360,01,3.406,0,2색보행등,단주식,,,,
0360,01,3.412,0,4색등,측주식,,,,
0360,01,3.412,0,3색등,측주식,,,,
0360,01,3.412,1,3색등,측주식,,,,
0360,01,3.412,1,2색보행등,단주식,,,,
0360,01,3.444,1,3색등,측주식,,,,
0360,01,3.444,1,4색등,측주식,,,,
0360,01,3.448,0,3색등,측주식,,,,
0360,01,3.476,0,3색등,측주식,,,,
0360,01,3.476,0,4색등,측주식,,,,
0360,01,3.487,1,2색보행등,단주식,,,,
0360,01,3.861,0,2색보행등,단주식,,,,
0360,01,3.871,1,3색등,측주식,,,,
0360,01,3.871,1,4색등,측주식,,,,
0360,01,3.873,0,2색보행등,단주식,,,,
0360,01,3.879,0,4색등,측주식,,,,
0360,01,3.879,0,3색등,측주식,,,,
0360,02,3.97,1,3색등,측주식,20151230,"램프,2EA",,
0360,02,3.989,1,3색등,측주식,20151230,"램프,2EA",,
0360,02,4.024,0,3색등,측주식,20151230,램프,,
0360,02,4.032,1,3색등,측주식,20151230,"램프,2EA",,
0360,02,4.034,0,3색등,측주식,20151230,"램프,4EA",,
0360,02,4.044,1,3색등,측주식,20151230,"램프,2EA",,
0360,02,4.044,1,4색등,측주식,20151230,"램프,2EA",,
0360,01,4.107,0,2색보행등,단주식,,,,
0360,01,4.114,1,4색등,측주식,,,,
0360,01,4.114,1,3색등,측주식,,,,
0360,01,4.114,1,2색보행등,단주식,,,,
0360,01,4.115,0,3색등,측주식,,,,
0360,01,4.132,0,4색등,측주식,,,,
0360,01,4.152,0,3색등,측주식,,,,
0360,01,4.166,1,2색등,측주식,,,,
0360,01,4.166,1,3색등,측주식,,,,
0360,02,4.166,0,4색등,측주식,20151230,램프,,
0360,02,4.166,0,3색등,측주식,20151230,"램프,2EA",,
0360,02,4.175,1,4색등,측주식,20151230,"램프,2EA",,
0360,02,4.175,1,3색등,측주식,20151230,램프,,
0360,01,4.181,1,3색등,측주식,,,,
0360,02,4.193,0,4색등,측주식,20151230,"램프,2EA",,
0360,02,4.193,0,3색등,측주식,20151230,램프,,
0360,02,4.199,1,4색등,측주식,20151230,램프,,
0360,02,4.199,1,3색등,측주식,20151230,"램프,2EA",,
0360,01,4.208,0,3색등,측주식,,,,
0360,01,4.219,1,2색보행등,단주식,,,,
0360,01,4.602,1,4색등,측주식,,,,
0360,01,4.602,1,2색보행등,단주식,,,,
0360,01,4.606,1,2색보행등,단주식,,,,
0360,01,4.606,1,4색등,측주식,,,,
0360,01,4.608,1,2색보행등,단주식,,,,
0360,01,4.61,0,2색보행등,단주식,,,,
0360,01,4.61,0,4색등,측주식,,,,
0360,01,4.616,1,4색등,측주식,,,,
0360,01,4.616,1,2색보행등,단주식,,,,
0360,01,4.617,1,2색보행등,단주식,,,,
0360,01,5.122,1,3색등,측주식,,,,
0360,01,5.136,0,2색보행등,단주식,,,,
0360,01,5.16,0,3색등,측주식,,,,
0360,01,5.41,1,3색등,측주식,,,,
0360,01,5.41,1,4색등,측주식,,,,
0360,01,5.416,1,2색보행등,단주식,,,,
0360,01,5.443,0,3색등,측주식,,,,
0360,01,5.443,0,4색등,측주식,,,,
0360,01,5.451,1,3색등,측주식,,,,
0360,01,5.76,0,2색보행등,단주식,,,,
0360,01,5.768,1,3색등,측주식,,,,
0360,01,5.783,0,3색등,측주식,,,,
0360,01,6.097,1,4색등,측주식,,,,
0360,01,6.097,1,3색등,측주식,,,,
0360,01,6.108,0,4색등,측주식,,,,
0360,01,6.108,0,3색등,측주식,,,,
0360,01,6.109,1,2색보행등,단주식,,,,
0360,01,6.115,1,2색보행등,단주식,,,,
0360,01,6.552,1,3색등,측주식,,,,
0360,01,6.552,1,4색등,측주식,,,,
0360,01,6.565,1,2색보행등,단주식,,,,
0360,01,6.573,0,4색등,측주식,,,,
0360,01,6.573,0,3색등,측주식,,,,
0360,01,6.582,1,2색보행등,단주식,,,,
0360,01,6.621,1,3색등,측주식,,,,
0360,01,6.752,1,3색등,측주식,,,,
0360,01,6.762,0,3색등,측주식,,,,
0360,01,6.773,0,4색등,측주식,,,,
0360,01,6.926,1,3색등,측주식,,,,
0360,01,6.945,0,3색등,측주식,,,,
0360,01,6.951,0,3색등,측주식,,,,
0360,01,6.951,0,4색등,측주식,,,,
0360,01,6.951,0,2색보행등,단주식,,,,
0360,01,6.966,1,2색보행등,단주식,,,,
0360,01,7.17,1,3색등,측주식,,,,
0360,01,7.17,1,4색등,측주식,,,,
0360,01,7.179,0,3색등,측주식,,,,
0360,01,7.196,0,4색등,측주식,,,,
0360,01,7.196,0,3색등,측주식,,,,
0360,01,7.205,1,2색보행등,단주식,,,,
0360,01,7.727,1,3색등,측주식,,,,
0360,01,7.731,1,2색보행등,단주식,,,,
0360,01,7.747,0,3색등,측주식,,,,
0360,01,7.757,1,2색보행등,단주식,,,,
0360,01,7.759,0,3색등,측주식,,,,
0360,01,7.759,0,4색등,측주식,,,,
0360,01,7.767,1,2색보행등,단주식,,,,
0360,01,8.107,1,3색등,측주식,,,,
0360,01,8.13,0,3색등,측주식,,,,
0360,01,8.13,0,2색보행등,단주식,,,,
0360,01,8.138,1,2색보행등,단주식,,,,
0360,01,8.419,1,4색등,측주식,,,,
0360,01,8.419,1,3색등,측주식,,,,
0360,01,8.419,1,2색보행등,단주식,,,,
0359,01,7.424,1,3색등,측주식,,2ea,,
0359,01,7.424,1,2색보행등,부착식,,,,
0359,01,7.424,1,4색등,측주식,,,,
0359,01,7.443,0,2색보행등,부착식,,,,
0359,01,7.45,1,2색보행등,부착식,,,,
0359,01,7.586,1,4색등,측주식,,2ea,,
0359,01,7.586,1,2색보행등,부착식,,,,
0359,01,7.589,0,,부착식,,,,
0359,01,7.595,0,,부착식,,,,
0359,01,7.599,1,2색보행등,부착식,,,,
0359,01,7.601,0,4색등,측주식,,2ea,,
0359,01,7.609,1,4색등,측주식,,2ea,,
0359,01,7.612,0,2색보행등,부착식,,,,
0359,01,7.613,1,2색보행등,부착식,,,,
0359,01,7.618,0,2색보행등,부착식,,,,
0359,01,7.618,0,4색등,측주식,,2ea,,
0359,01,7.624,1,2색보행등,부착식,,,,
0359,01,7.903,1,3색등,측주식,,,,
0359,01,7.903,1,2색보행등,부착식,,,,
0359,01,7.912,0,3색등,측주식,,,,
0359,01,7.912,0,2색보행등,부착식,,,,
0359,01,7.918,0,3색등,측주식,,2ea,,
0359,01,7.937,1,2색보행등,부착식,,,,
0359,01,8.282,0,3색등,측주식,,4ea,,
0359,01,8.365,1,3색등,측주식,,6ea,,
0356,04,0.013,0,2색보행등+잔여시간표시기,편지식,,,,
0356,04,0.013,0,4색등,측주식,,,,
0356,04,0.016,1,2색보행등+잔여시간표시기,편지식,,2개,,
0356,04,0.016,1,4색등,측주식,,3개,,
0356,04,0.128,1,3색등,측주식,,2개,,
0356,04,0.139,0,2색보행등+잔여시간표시기,편지식,,,,
0356,04,0.148,1,2색보행등+잔여시간표시기,편지식,,,,
0356,04,0.157,1,3색등,측주식,,2개,,
0356,04,0.18,0,3색등,측주식,,3개,,
0356,04,0.283,1,3색등,측주식,,2개,,
0356,04,0.283,0,3색등,측주식,,2개,,
0356,04,0.404,0,2색보행등+잔여시간표시기,편지식,,,,
0356,04,0.404,1,3색등,측주식,,3개,,
0356,04,0.414,1,2색보행등+잔여시간표시기,편지식,,,,
0356,04,0.434,0,3색등,측주식,,3개,,
0356,04,0.448,1,4색등,측주식,,,,
0356,04,0.458,0,2색보행등+잔여시간표시기,편지식,,,,
0356,04,0.458,0,4색등,측주식,,3개,,
0356,04,0.463,1,4색등,측주식,,2개,,
0356,04,0.463,1,2색보행등+잔여시간표시기,편지식,,,,
0356,04,0.488,0,4색등,측주식,,3개,,
0356,04,0.488,0,2색보행등+잔여시간표시기,편지식,,,,
0356,04,0.492,1,2색보행등+잔여시간표시기,편지식,,2개,,
0356,04,0.492,1,4색등,측주식,,3개,,
0356,04,0.746,0,2색보행등+잔여시간표시기,편지식,,,,
0356,04,0.746,0,4색등,측주식,,2개,,
0356,04,0.758,1,2색보행등+잔여시간표시기,편지식,,2개,,
0356,04,0.758,1,3색등,측주식,,2개,,
0356,04,0.773,0,4색등,측주식,,,,
0356,04,0.773,0,3색등,측주식,,,,
0356,04,0.778,1,3색등,측주식,,2개,,
0356,04,0.778,1,2색보행등+잔여시간표시기,편지식,,,,
0356,04,0.973,0,4색등,측주식,,3개,,
0356,04,0.973,0,2색보행등+잔여시간표시기,편지식,,2개,,
0356,04,0.988,0,2색보행등+잔여시간표시기,편지식,,2개,,
0356,04,0.988,0,4색등,측주식,,3개,,
0356,04,1.002,0,2색보행등+잔여시간표시기,편지식,,2개,,
0356,04,1.002,0,4색등,측주식,,3개,,
0356,04,1.003,1,2색보행등+잔여시간표시기,편지식,,2개,,
0356,04,1.003,1,4색등,측주식,,3개,,
0356,04,1.378,1,2색보행등+잔여시간표시기,편지식,,2개,,
0356,04,1.378,1,4색등,측주식,,3개,,
0356,04,1.379,0,2색보행등+잔여시간표시기,편지식,,,,
0356,04,1.379,0,3색등,측주식,,2개,,
0356,04,1.379,0,4색등,측주식,,,,
0356,04,1.385,0,2색보행등+잔여시간표시기,편지식,,,,
0356,04,1.395,1,4색등,측주식,,3개,,
0356,04,1.395,1,2색보행등+잔여시간표시기,편지식,,,,
0356,04,1.4,1,2색보행등+잔여시간표시기,편지식,,,,
0356,04,1.404,0,3색등,측주식,,,,
0056,07,3.623,1,3색등,측주식,,,,
0056,07,3.623,1,3색등,측주식,,,,
0056,07,3.623,1,2색보행등+잔여시간표시기,측주식,,,,
0056,07,3.623,1,3색등,측주식,,,,
0056,03,3.639,1,2색보행등+잔여시간표시기,측주식,-,,,
0056,07,3.641,0,3색등,측주식,,,,
0056,07,3.641,0,4색등,측주식,,,,
0056,07,3.641,0,3색등,측주식,,,,
0056,03,3.645,1,2색보행등+잔여시간표시기,측주식,-,,,
0056,03,3.645,1,3색등,측주식,-,3EA,,
0056,07,3.753,1,3색등,측주식,,,,
0056,07,3.772,0,3색등,측주식,,,,
0056,07,3.772,0,3색등,측주식,,,,
0056,07,3.793,0,3색등,측주식,,,,
0056,07,3.793,0,3색등,측주식,,,,
0056,07,3.793,0,3색등,측주식,,,,
0056,07,3.795,1,3색등,측주식,,,,
0056,07,3.795,1,3색등,측주식,,,,
0056,03,3.882,1,4색등,측주식,-,2EA,,
0056,03,3.884,0,4색등,측주식,-,2EA,,
0056,03,3.913,0,4색등,측주식,-,2EA,,
0056,03,3.919,1,4색등,측주식,-,2EA,,
0056,07,3.949,0,3색등,측주식,,,,
0056,07,3.949,0,3색등,측주식,,,,
0056,07,4.068,0,3색등,측주식,,,,
0056,07,4.068,0,3색등,측주식,,,,
0056,07,4.07,1,4색등,측주식,,,,
0056,07,4.104,1,3색등,측주식,,,,
0056,07,4.104,1,3색등,측주식,,,,
0056,07,4.114,0,2색보행등+잔여시간표시기,측주식,,,,
0056,07,4.114,0,3색등,측주식,,,,
0056,07,4.121,1,2색보행등+잔여시간표시기,측주식,,,,
0056,07,4.121,1,4색등,측주식,,,,
0056,07,4.121,1,4색등,측주식,,,,
0056,07,4.222,0,3색등,측주식,,,,
0056,07,4.222,0,3색등,측주식,,,,
0056,07,4.222,0,4색등,측주식,,,,
0056,07,4.222,0,4색등,측주식,,,,
0056,07,4.224,1,3색등,측주식,,,,
0056,07,4.242,0,4색등,측주식,,,,
0056,07,4.242,0,2색보행등+잔여시간표시기,측주식,,,,
0056,07,4.252,1,3색등,측주식,,,,
0056,07,4.252,1,2색보행등+잔여시간표시기,측주식,,,,
0056,07,4.252,1,3색등,측주식,,,,
0056,07,4.383,0,3색등,측주식,,,,
0056,07,4.383,0,3색등,측주식,,,,
0056,07,4.543,0,3색등,측주식,,,,
0056,07,4.543,0,3색등,측주식,,,,
0056,07,4.543,0,4색등,측주식,,,,
0056,07,4.543,0,4색등,측주식,,,,
0056,07,4.543,0,3색등,측주식,,,,
0056,07,4.543,0,3색등,측주식,,,,
0056,07,4.574,0,2색보행등+잔여시간표시기,측주식,,,,
0056,07,4.58,1,2색보행등+잔여시간표시기,측주식,,,,
0056,03,4.705,1,4색등,측주식,-,,,
0056,03,4.708,1,3색등,측주식,-,2EA,,
0056,03,4.73,1,4색등,측주식,-,3EA,,
0056,07,4.826,0,3색등,측주식,,,,
0056,07,4.826,0,2색보행등,측주식,,,,
0056,07,4.826,0,4색등,측주식,,,,
0056,07,4.826,0,3색등,측주식,,,,
0056,07,4.833,1,3색등,측주식,,,,
0056,07,4.833,1,2색보행등+잔여시간표시기,측주식,,,,
0056,07,4.833,1,4색등,측주식,,,,
0056,07,4.835,0,2색보행등,측주식,,,,
0056,07,4.835,0,3색등,측주식,,,,
0056,07,4.835,0,3색등,측주식,,,,
0056,07,4.835,0,2색보행등+잔여시간표시기,측주식,,,,
0056,07,4.86,1,4색등,측주식,,,,
0056,07,4.86,1,3색등,측주식,,,,
0056,07,4.86,1,4색등,측주식,,,,
0056,07,4.973,0,3색등,측주식,,,,
0056,07,4.973,0,3색등,측주식,,,,
0056,07,4.987,1,3색등,측주식,,,,
0056,07,4.987,1,3색등,측주식,,,,
0056,07,4.987,1,3색등,측주식,,,,
0056,07,4.987,1,3색등,측주식,,,,
0056,07,4.987,1,3색등,측주식,,,,
0056,07,5.008,1,2색보행등+잔여시간표시기,측주식,,,,
0056,07,5.011,0,3색등,측주식,,,,
0056,07,5.011,0,3색등,측주식,,,,
0056,07,5.011,0,3색등,측주식,,,,
0056,07,5.011,0,2색보행등+잔여시간표시기,측주식,,,,
0056,07,5.131,1,3색등,측주식,,,,
0056,07,5.131,1,3색등,측주식,,,,
0056,07,5.262,0,3색등,측주식,,,,
0056,07,5.351,1,4색등,측주식,,,,
0056,07,5.361,1,2색보행등,측주식,,,,
0056,07,5.365,0,2색보행등,측주식,,,,
0056,07,5.365,0,2색보행등+잔여시간표시기,측주식,,,,
0056,07,5.365,0,4색등,측주식,,,,
0056,07,5.365,0,4색등,측주식,,,,
0056,07,5.396,0,4색등,측주식,,,,
0056,07,5.396,0,2색보행등+잔여시간표시기,측주식,,,,
0056,07,5.396,0,4색등,측주식,,,,
0056,07,5.401,1,4색등,측주식,,,,
0056,07,5.402,0,4색등,측주식,,,,
0056,07,5.402,0,4색등,측주식,,,,
0056,07,5.402,0,2색보행등+잔여시간표시기,측주식,,,,
0056,07,5.402,0,4색등,측주식,,,,
0056,07,5.412,1,4색등,측주식,,,,
0056,07,5.412,1,4색등,측주식,,,,
0056,07,5.412,1,2색보행등+잔여시간표시기,측주식,,,,
0056,07,5.654,1,4색등,측주식,,,,
0056,07,5.654,1,3색등,측주식,,,,
0056,07,5.654,1,3색등,측주식,,,,
0056,07,5.654,1,4색등,측주식,,,,
0056,07,5.654,1,3색등,측주식,,,,
0056,07,5.654,1,3색등,측주식,,,,
0056,07,5.728,0,3색등,측주식,,,,
0056,07,5.728,0,3색등,측주식,,,,
0056,07,5.728,0,3색등,측주식,,,,
0056,07,5.728,0,4색등,측주식,,,,
0056,07,5.728,0,4색등,측주식,,,,
0056,07,5.758,1,4색등,측주식,,,,
0056,07,5.758,1,3색등,측주식,,,,
0056,07,5.758,1,3색등,측주식,,,,
0056,07,5.758,1,2색보행등+잔여시간표시기,측주식,,,,
0056,07,5.759,0,2색보행등+잔여시간표시기,측주식,,,,
0056,09,5.775,0,4색등,측주식,2019,,,
0056,09,5.775,0,4색등,측주식,2019,,,
0056,09,5.783,1,3색등,측주식,2019,,,
0056,09,5.796,0,3색등,측주식,2019,,,
0056,09,5.796,0,3색등,측주식,2019,,,
0056,09,5.796,0,4색등,측주식,2019,,,
0056,09,5.806,1,3색등,측주식,2019,,,
0056,09,5.806,1,3색등,측주식,2019,,,
0056,09,5.853,1,3색등,측주식,2019,,,
0056,09,5.853,1,3색등,측주식,2019,,,
0056,07,6.016,0,3색등,측주식,,,,
0056,07,6.016,0,3색등,측주식,,,,
0056,07,6.016,0,3색등,측주식,,,,
0056,07,6.016,0,3색등,측주식,,,,
0056,07,6.016,0,3색등,측주식,,,,
0056,07,6.016,0,3색등,측주식,,,,
0056,07,6.176,0,3색등,측주식,,,,
0056,07,6.176,0,3색등,측주식,,,,
0056,07,6.176,0,3색등,측주식,,,,
0056,07,6.176,0,3색등,측주식,,,,
0056,07,6.203,0,기타,부착식,,,,
0056,07,6.229,0,기타,부착식,,,,
0056,01,9.462,1,3색등,측주식,,4EA,,
0056,01,9.462,1,2색보행등+잔여시간표시기,편지식,,,,
0056,01,9.466,0,2색보행등+잔여시간표시기,편지식,,,,
0056,01,9.466,0,3색등,측주식,,,,
0057,02,1.531,0,2색보행등,측주식,,2ea,,
0057,02,1.531,0,4색등,측주식,,3ea,,
0057,02,1.537,1,2색보행등,측주식,,,,
0057,02,3.195,1,2색보행등,측주식,,,,
0057,02,3.195,1,4색등,측주식,,3ea,,
0057,02,3.197,0,4색등,측주식,,3ea,,
0057,01,3.891,1,2색등,측주식,,1ea,,
0057,01,3.891,1,2색등,측주식,,1ea,,
0057,01,3.891,1,2색등,측주식,,1ea,,
0057,01,4.128,0,4색등,측주식,,1ea,,
0057,01,4.128,0,3색등,측주식,,1ea,,
0057,01,4.136,1,2색보행등+잔여시간표시기,측주식,,1ea,,
0057,01,4.136,1,3색등,측주식,,1ea,,
0057,01,4.136,1,3색등,측주식,,1ea,,
0057,01,4.145,1,2색보행등+잔여시간표시기,측주식,,1ea,,
0342,07,0.087,3,기타,단주식,2015,2구 쏠라경고등,,
0342,07,0.089,3,기타,단주식,2015,2구 쏠라경고등,,
0342,07,0.437,0,기타,측주식,2015,3구황색점멸등4EA,,
0342,07,0.822,0,기타,측주식,2015,3구황색점멸등4EA,,
0342,07,0.98,0,기타,측주식,2015,3구황색점멸등4EA,,
0342,07,1.42,0,기타,측주식,2015,3구황색점멸등4EA,,
0342,07,1.886,0,기타,측주식,2015,3구황색점멸등4EA,,
0342,07,2.348,0,기타,측주식,2015,3구황색점멸등4EA,,
0342,06,14.264,0,4색등,측주식,,,,
0342,06,14.264,0,3색등,측주식,,,,
0342,06,14.283,1,3색등,측주식,,,,
0342,06,14.381,3,기타,단주식,2015,2구 쏠라경고등,,
0342,06,14.382,3,기타,단주식,2015,2구 쏠라경고등,,
0341,02,0,0,4색등,현수식,20050830,,,
0341,02,0.903,1,3색등,현수식,20050830,2개,,
0341,02,0.918,0,3색등,현수식,20050830,2개,,
0341,02,2.442,1,3색등,현수식,20050830,2개,,
0341,02,2.45,0,3색등,현수식,20050830,2개,,
0341,02,3.442,1,3색등,현수식,20050830,2개,,
0341,02,3.458,0,3색등,현수식,20050830,2개,,
0341,02,4.482,3,기타,단주식,2020-12-28,,,
0341,02,4.604,1,3색등,측주식,2020-12-28,,,
0341,02,4.604,1,2색보행등+잔여시간표시기,측주식,2020-12-28,,,
0341,02,4.61,0,2색보행등+잔여시간표시기,측주식,2020-12-28,,,
0341,02,4.61,0,3색등,측주식,2020-12-28,,,
0341,02,4.661,1,3색등,측주식,2020-12-28,,,
0341,02,4.661,1,2색보행등+잔여시간표시기,측주식,2020-12-28,,,
0341,02,4.671,0,2색보행등+잔여시간표시기,측주식,2020-12-28,,,
0341,02,4.671,0,3색등,측주식,2020-12-28,,,
0341,06,5.569,1,3색등,측주식,20171231,3EA,,
0341,02,6.097,1,3색등,측주식,2020-12-28,8개,,
0341,02,6.113,1,기타,단주식,2020-12-28,,,
0341,01,9.327,0,3색등,측주식,,3ea,,
0341,01,9.37,1,3색등,측주식,,2ea,,
0341,01,9.379,0,2색보행등+잔여시간표시기,측주식,,,,
0341,01,9.379,0,3색등,측주식,,2ea,,
0341,01,9.385,1,2색보행등+잔여시간표시기,측주식,,,,
0341,01,9.447,0,2색보행등+잔여시간표시기,측주식,,,,
0341,01,9.455,1,4색등,측주식,,3ea,,
0341,01,9.455,0,2색보행등+잔여시간표시기,측주식,,,,
0341,01,9.455,0,4색등,측주식,,2ea,,
0341,01,9.455,1,2색보행등+잔여시간표시기,측주식,,,,
0341,01,9.46,1,2색보행등+잔여시간표시기,측주식,,,,
0341,05,9.508,0,기타,측주식,,"4EA, 3색점멸등",,
0341,05,9.598,1,기타,측주식,,"2EA, 4색",,
0341,05,9.618,0,기타,측주식,,"2EA, 4색",,
0341,05,10.786,0,2색등,단주식,,2EA,,
0341,05,10.79,1,2색등,단주식,,2EA,,
0341,05,10.793,0,2색등,단주식,,2EA,,
0341,05,10.799,1,2색등,단주식,,2EA,,
0341,05,12.274,0,3색등,현수식,20140120,5EA,,
0341,05,12.288,0,3색등,현수식,20140120,2EA,,
0341,05,12.61,0,기타,현수식,20140120,"황색점멸등,4EA",,
0341,05,13.503,0,2색등,단주식,,,,
0341,05,13.506,1,2색등,단주식,,,,
0341,05,13.655,0,2색보행등+잔여시간표시기,편지식,,,,
0341,05,13.661,1,2색보행등+잔여시간표시기,편지식,,,,
0341,05,13.661,1,3색등,측주식,,3EA,,
0341,05,13.672,0,3색등,측주식,,3EA,,
0341,05,13.931,1,3색등,측주식,2016,2ea,,
0341,05,13.931,0,2색보행등,단주식,2016,,,
0341,05,13.936,1,2색보행등,단주식,2016,,,
0341,05,13.946,0,4색등,측주식,2016,2ea,,
0341,05,13.946,0,3색등,측주식,2016,2ea,,
0341,05,13.947,1,2색보행등,단주식,2016,,,
0341,05,14.22,0,3색등,측주식,,4EA,,
0341,05,14.557,0,3색등,측주식,,6EA,,
0341,05,14.715,1,2색등,단주식,,,,
0337,08,0.014,0,3색등,측주식,,2@,,
0337,09,0.016,1,4색등,측주식,,2개,,
0337,09,0.038,0,3색등,측주식,,,,
0337,09,0.038,0,2색보행등+잔여시간표시기,편지식,,,,
0337,09,0.045,1,3색등,측주식,,,,
0337,09,0.045,1,2색보행등+잔여시간표시기,편지식,,,,
0337,09,0.226,1,4색등,측주식,,2개,,
0337,09,0.23,0,4색등,측주식,,2개,,
0337,09,0.8,1,3색등,측주식,,2개,,
0337,09,0.826,0,2색보행등+잔여시간표시기,편지식,,,,
0337,09,0.826,0,3색등,측주식,,,,
0337,09,0.833,1,2색보행등+잔여시간표시기,편지식,,,,
0337,09,0.978,1,2색보행등+잔여시간표시기,편지식,,,,
0337,09,0.978,1,3색등,측주식,,,,
0337,09,0.986,0,2색보행등+잔여시간표시기,편지식,,,,
0337,09,1.003,0,3색등,측주식,,,,
0337,09,1.068,0,2색보행등+잔여시간표시기,편지식,,,,
0337,09,1.07,1,4색등,측주식,,,,
0337,05,1.563,0,3색등,측주식,20220214,,,
0337,08,1.626,1,기타,단주식,,4@,,
0337,05,1.706,0,2색보행등+잔여시간표시기,부착식,20220214,,,
0337,05,1.706,0,4색등,측주식,20220214,,,
0337,05,1.707,1,2색보행등+잔여시간표시기,부착식,20220214,,,
0337,05,1.707,1,4색등,측주식,20220214,,,
0337,05,1.723,1,4색등,측주식,20220214,,,
0337,05,1.736,0,2색보행등+잔여시간표시기,부착식,20220214,,,
0337,05,1.736,0,4색등,측주식,20220214,,,
0337,08,2,0,3색등,측주식,,2@,,
0337,03,3.573,1,4색등,측주식,,,,
0337,03,3.612,0,4색등,측주식,,,,
0337,03,3.718,1,4색등,측주식,,,,
0337,03,3.753,0,4색등,측주식,,,,
0333,04,0,1,4색등,측주식,2017,2ea,,
0333,04,0,0,4색등,측주식,2017,,,
0333,04,0,1,2색보행등,측주식,2017,,,
0333,04,0,1,3색등,측주식,2017,,,
0333,11,0.005,1,3색등,측주식,,"3색등,2색보행",,
0333,11,0.005,0,2색보행등,측주식,,,,
0333,04,0.006,0,3색등,측주식,2017,,,
0333,04,0.008,0,2색보행등,측주식,2017,,,
0333,04,0.012,1,2색보행등,측주식,2017,,,
0333,04,0.012,1,3색등,측주식,2017,,,
0333,04,0.022,1,2색보행등,측주식,2017,,,
0333,04,0.022,1,3색등,측주식,2017,,,
0333,04,0.289,0,4색등,측주식,2017,2ea,,
0333,04,0.289,0,2색보행등,측주식,2017,,,
0333,04,0.293,0,4색등,측주식,2017,,,
0333,04,0.293,0,2색보행등,측주식,2017,,,
0333,04,0.296,1,4색등,측주식,2017,,,
0333,04,0.296,1,2색보행등,측주식,2017,,,
0333,04,0.311,0,4색등,측주식,2017,,,
0333,04,0.311,0,2색보행등,측주식,2017,,,
0333,04,0.312,1,2색보행등,측주식,2017,,,
0333,04,0.312,1,4색등,측주식,2017,,,
0333,04,0.324,1,2색보행등,측주식,2017,,,
0333,04,0.324,1,4색등,측주식,2017,,,
0333,04,0.331,0,2색보행등,측주식,2017,,,
0333,04,0.331,0,4색등,측주식,2017,,,
0333,04,0.333,1,2색보행등,측주식,2017,,,
0333,04,0.333,1,4색등,측주식,2017,2ea,,
0333,04,0.543,1,2색보행등,측주식,2017,,,
0333,04,0.543,1,4색등,측주식,2017,,,
0333,04,0.547,0,3색등,측주식,2017,2ea,,
0333,04,0.547,0,4색등,측주식,2017,2ea,,
0333,04,0.553,0,2색보행등,측주식,2017,,,
0333,04,0.57,1,2색보행등,측주식,2017,,,
0333,04,0.57,1,3색등,측주식,2017,2ea,,
0333,04,0.571,0,4색등,측주식,2017,,,
0333,04,0.571,0,2색보행등,측주식,2017,2EA,,
0333,04,0.58,1,2색보행등,측주식,2017,,,
0333,04,0.58,1,4색등,측주식,2017,2ea,,
0333,04,0.829,0,2색보행등,측주식,2017,,,
0333,04,0.829,0,3색등,측주식,2017,,,
0333,04,0.835,0,2색보행등,측주식,2017,,,
0333,04,0.837,1,2색보행등,측주식,2017,,,
0333,04,0.837,1,4색등,측주식,2017,,,
0333,04,0.837,1,3색등,측주식,2017,,,
0333,04,0.847,0,3색등,측주식,2017,2EA,,
0333,04,0.847,0,2색보행등,측주식,2017,2EA,,
0333,04,0.854,1,4색등,측주식,2017,2ea,,
0333,04,0.854,1,2색보행등,측주식,2017,,,
0333,04,1.022,1,4색등,측주식,2017,,,
0333,04,1.03,0,3색등,측주식,2017,,,
