노선번호,구간번호,위치?시점,위치?방향,종류,설치형식,설치일자,비고,공간경도,공간위도
0391,06,11.757,0,2색보행등,측주식,,,,
0391,06,11.757,1,2색보행등,측주식,,,,
0391,06,11.757,1,2색보행등,측주식,,,,
0391,04,0.01,1,3색등,측주식,,,,
0391,04,0.011,0,3색등,측주식,,,,
0391,04,11.67,0,기타,측주식,,3구점멸등,,
0391,04,11.703,0,3색등,측주식,,,,
0391,04,11.706,0,3색등,단주식,,,,
0391,04,11.706,0,2색보행등,측주식,,,,
0391,04,11.716,0,4색등,측주식,,2ea,,
0387,13,0.008,1,3색등,측주식,20190319,3색등,,
0387,13,0.015,0,2색보행등+잔여시간표시기,측주식,20190319,보행등+잔여,,
0387,13,0.016,1,3색등,측주식,20190319,3색등X2,,
0387,13,0.016,1,2색보행등+잔여시간표시기,측주식,20190319,보행등+잔여,,
0387,13,0.018,0,2색보행등+잔여시간표시기,측주식,20190319,보행등+잔여,,
0387,13,0.018,0,3색등,측주식,20190319,3색등X2,,
0387,99,0.166,0,2색보행등,부착식,,2ea,,
0387,99,0.166,0,3색등,측주식,,2ea,,
0387,99,0.167,1,4색등,측주식,,,,
0387,99,0.167,1,2색보행등,부착식,,,,
0387,99,0.18,0,3색등,측주식,,,,
0387,99,0.18,0,2색보행등,부착식,,,,
0387,99,0.196,0,3색등,측주식,,,,
0387,99,0.2,1,4색등,측주식,,2ea,,
0387,99,0.2,1,3색등,측주식,,2ea,,
0387,99,0.323,1,4색등,측주식,,3ea,,
0387,99,0.323,1,2색보행등+잔여시간표시기,부착식,,2ea,,
0387,99,0.326,0,2색보행등+잔여시간표시기,단주식,,,,
0387,99,0.336,0,4색등,측주식,,3ea,,
0387,99,0.336,0,2색보행등+잔여시간표시기,부착식,,,,
0387,99,0.347,1,2색보행등+잔여시간표시기,단주식,,,,
0387,99,0.355,0,4색등,측주식,,2ea,,
0387,99,0.355,0,2색보행등+잔여시간표시기,부착식,,2ea,,
0387,99,0.356,1,4색등,측주식,,2ea,,
0387,99,0.356,1,2색보행등+잔여시간표시기,부착식,,,,
0387,99,0.463,0,3색등,측주식,,2ea,,
0387,99,0.463,0,2색보행등,부착식,,,,
0387,99,0.473,1,4색등,측주식,,2ea,,
0387,99,0.479,0,3색등,측주식,,2ea,,
0387,99,0.479,0,2색보행등,부착식,,2ea,,
0387,99,0.488,1,4색등,측주식,,2ea,,
0387,99,0.488,1,2색보행등,부착식,,,,
0387,05,0.569,0,3색등,측주식,,,,
0387,04,0.58,1,3색등,측주식,,3EA,,
0387,04,0.587,1,3색등,측주식,,2EA,,
0387,04,0.592,0,3색등,측주식,,2EA,,
0387,04,0.605,1,2색보행등,편지식,,,,
0387,04,0.614,0,3색등,측주식,,3EA,,
0387,04,0.614,0,2색보행등,편지식,,,,
0387,99,0.671,1,4색등,측주식,,,,
0387,99,0.671,0,3색등,측주식,,3ea,,
0387,99,0.671,1,3색등,측주식,,,,
0387,99,0.671,0,2색보행등,부착식,,,,
0387,99,0.671,1,2색보행등+잔여시간표시기,부착식,,,,
0387,99,0.671,0,2색보행등+잔여시간표시기,부착식,,,,
0387,99,0.696,1,4색등,측주식,,2ea,,
0387,99,0.701,0,2색보행등,부착식,,,,
0387,99,0.701,0,3색등,측주식,,,,
0387,13,0.76,1,4색등,측주식,20190319,4색등,,
0387,13,0.76,1,2색보행등+잔여시간표시기,측주식,20190319,보행등+잔여,,
0387,13,0.763,0,3색등,측주식,20190319,3색등,,
0387,13,0.763,0,4색등,측주식,20190319,4색등X2,,
0387,13,0.781,0,4색등,측주식,20190319,4색등,,
0387,13,0.781,0,2색보행등+잔여시간표시기,측주식,20190319,보행등+잔여,,
0387,13,0.79,1,4색등,측주식,20190319,4색등X2,,
0387,13,0.79,1,2색보행등+잔여시간표시기,측주식,20190319,보행등+잔여,,
0387,99,0.793,0,2색보행등,부착식,,,,
0387,99,0.793,1,2색보행등,단주식,,,,
0387,99,0.793,0,4색등,측주식,,2ea,,
0387,99,0.799,1,3색등,측주식,,2ea,,
0387,99,0.833,0,3색등,측주식,,2ea,,
0387,99,0.833,0,4색등,측주식,,,,
0387,99,0.834,1,4색등,측주식,,2ea,,
0387,99,0.834,1,3색등,측주식,,,,
0387,99,0.882,0,2색보행등+잔여시간표시기,단주식,,,,
0387,99,0.889,1,2색보행등+잔여시간표시기,부착식,,,,
0387,99,0.889,1,4색등,측주식,,2ea,,
0387,99,0.89,0,3색등,측주식,,3ea,,
0387,99,0.89,0,2색보행등+잔여시간표시기,부착식,,,,
0387,99,0.903,0,2색보행등+잔여시간표시기,단주식,,,,
0387,99,0.905,1,4색등,측주식,,2ea,,
0387,99,0.906,0,3색등,측주식,,2ea,,
0387,04,0.948,1,3색등,측주식,,2EA,,
0387,04,0.948,1,2색보행등+잔여시간표시기,편지식,,,,
0387,04,0.961,0,2색보행등+잔여시간표시기,편지식,,,,
0387,04,0.961,0,3색등,측주식,,2EA,,
0387,99,1.017,0,2색보행등+잔여시간표시기,단주식,,,,
0387,04,1.02,1,4색등,측주식,,2EA,,
0387,04,1.02,1,3색등,측주식,,3EA,,
0387,99,1.024,1,4색등,측주식,,3ea,,
0387,99,1.024,1,3색등,측주식,,,,
0387,99,1.024,1,2색보행등+잔여시간표시기,부착식,,,,
0387,99,1.025,0,2색보행등+잔여시간표시기,부착식,,,,
0387,99,1.025,0,3색등,측주식,,2ea,,
0387,04,1.033,0,3색등,측주식,,2EA,,
0387,04,1.033,0,4색등,측주식,,,,
0387,99,1.045,0,2색보행등+잔여시간표시기,단주식,,,,
0387,99,1.045,1,4색등,측주식,,3ea,,
0387,99,1.045,1,3색등,측주식,,2ea,,
0387,99,1.047,0,3색등,측주식,,2ea,,
0387,04,1.098,1,4색등,측주식,,2EA,,
0387,04,1.098,1,3색등,측주식,,2EA,,
0387,04,1.099,1,2색보행등+잔여시간표시기,편지식,,,,
0387,04,1.107,1,2색보행등+잔여시간표시기,편지식,,,,
0387,04,1.107,1,3색등,측주식,,2EA,,
0387,99,1.134,1,2색보행등+잔여시간표시기,부착식,,2ea,,
0387,99,1.134,1,4색등,측주식,,,,
0387,99,1.134,1,3색등,측주식,,2ea,,
0387,99,1.136,0,4색등,측주식,,2ea,,
0387,04,1.14,1,2색보행등,편지식,,,,
0387,04,1.145,0,3색등,측주식,,,,
0387,04,1.145,0,2색보행등,편지식,,,,
0387,99,1.176,1,2색보행등+잔여시간표시기,부착식,,2ea,,
0387,99,1.176,1,4색등,측주식,,2ea,,
0387,99,1.176,1,3색등,측주식,,,,
0387,99,1.177,0,2색보행등+잔여시간표시기,부착식,,2ea,,
0387,99,1.177,0,4색등,측주식,,,,
0387,99,1.177,0,3색등,측주식,,2ea,,
0387,05,1.222,1,3색등,측주식,,,,
0387,99,1.334,0,4색등,측주식,,3ea,,
0387,99,1.334,0,2색보행등+잔여시간표시기,부착식,,,,
0387,99,1.335,1,2색보행등+잔여시간표시기,부착식,,,,
0387,99,1.335,1,4색등,측주식,,2ea,,
0387,99,1.345,1,2색보행등+잔여시간표시기,부착식,,,,
0387,99,1.345,1,4색등,측주식,,2ea,,
0387,04,1.35,1,2색등,편지식,,2EA,,
0387,99,1.365,1,2색보행등+잔여시간표시기,부착식,,,,
0387,99,1.365,1,4색등,측주식,,2ea,,
0387,99,1.375,0,4색등,측주식,,,,
0387,99,1.375,0,2색보행등+잔여시간표시기,부착식,,,,
0387,99,1.378,1,4색등,측주식,,2ea,,
0387,99,1.378,1,2색보행등+잔여시간표시기,부착식,,,,
0387,99,1.481,1,3색등,측주식,,,,
0387,99,1.501,1,2색보행등+잔여시간표시기,부착식,,,,
0387,99,1.501,1,3색등,측주식,,2ea,,
0387,99,1.502,0,3색등,측주식,,2ea,,
0387,99,1.502,0,2색보행등+잔여시간표시기,부착식,,,,
0387,99,1.631,0,2색보행등+잔여시간표시기,부착식,,,,
0387,99,1.631,0,3색등,측주식,,2ea,,
0387,13,1.634,0,4색등,측주식,20190319,4색등X2,,
0387,13,1.634,0,2색보행등+잔여시간표시기,측주식,20190319,보행등+잔여,,
0387,99,1.637,1,4색등,측주식,,,,
0387,13,1.642,0,2색보행등+잔여시간표시기,측주식,20190319,보행등+잔여,,
0387,13,1.642,0,4색등,측주식,20190319,4색등,,
0387,13,1.643,1,4색등,측주식,20190319,4색등,,
0387,13,1.643,1,2색보행등+잔여시간표시기,측주식,20190319,보행등+잔여,,
0387,13,1.649,1,2색보행등+잔여시간표시기,측주식,20190319,보행등+잔여,,
0387,13,1.657,0,2색보행등+잔여시간표시기,측주식,20190319,보행등+잔여,,
0387,99,1.659,1,3색등,측주식,,2ea,,
0387,99,1.659,0,3색등,측주식,,,,
0387,99,1.659,1,4색등,측주식,,2ea,,
0387,99,1.659,0,2색보행등+잔여시간표시기,부착식,,,,
0387,99,1.659,1,2색보행등+잔여시간표시기,부착식,,,,
0387,13,1.662,1,4색등,측주식,20190319,4색등,,
0387,13,1.662,1,2색보행등+잔여시간표시기,측주식,20190319,보행등+잔여,,
0387,13,1.665,0,4색등,측주식,20190319,4색등,,
0387,13,1.674,1,4색등,측주식,20190319,4색등X2,,
0387,13,1.674,1,2색보행등+잔여시간표시기,측주식,20190319,보행등+잔여,,
0387,99,1.693,0,2색보행등,단주식,,,,
0387,99,1.7,1,3색등,측주식,,3ea,,
0387,99,1.7,0,2색보행등,단주식,,,,
0387,99,1.7,1,2색보행등,부착식,,,,
0387,99,1.71,1,2색보행등,단주식,,,,
0387,99,1.717,0,3색등,측주식,,2ea,,
0387,99,1.728,1,2색보행등,단주식,,,,
0387,99,1.749,0,2색보행등,부착식,,,,
0387,99,1.749,0,3색등,측주식,,3ea,,
0387,99,1.757,1,2색보행등,단주식,,,,
0387,99,1.828,0,2색보행등+잔여시간표시기,단주식,,,,
0387,99,1.829,1,4색등,측주식,,3ea,,
0387,99,1.829,1,2색보행등+잔여시간표시기,부착식,,,,
0387,99,1.838,1,2색보행등+잔여시간표시기,단주식,,,,
0387,99,1.843,0,4색등,측주식,,3ea,,
0387,99,1.843,0,2색보행등+잔여시간표시기,부착식,,,,
0387,99,1.851,1,4색등,측주식,,3ea,,
0387,99,1.866,0,4색등,측주식,,3ea,,
0387,99,1.866,0,2색보행등+잔여시간표시기,부착식,,,,
0387,99,1.874,1,2색보행등+잔여시간표시기,단주식,,,,
0387,99,1.965,1,3색등,측주식,,3ea,,
0387,99,1.965,1,2색보행등+잔여시간표시기,부착식,,,,
0387,99,1.97,1,2색보행등+잔여시간표시기,단주식,,,,
0387,99,1.977,0,2색보행등+잔여시간표시기,단주식,,,,
0387,99,1.984,1,2색보행등+잔여시간표시기,부착식,,,,
0387,99,1.984,1,4색등,측주식,,2ea,,
0387,99,1.989,0,2색보행등+잔여시간표시기,부착식,,,,
0387,99,1.989,0,3색등,측주식,,2ea,,
0387,99,1.995,1,2색보행등+잔여시간표시기,단주식,,,,
0387,99,1.996,0,3색등,측주식,,3ea,,
0387,01,2.015,0,4색등,측주식,2020-09-24,2EA,,
0387,01,2.015,0,2색보행등+잔여시간표시기,부착식,2020-09-24, ,,
0387,01,2.024,1,4색등,측주식,2020-09-24,3EA,,
0387,01,2.024,1,2색보행등+잔여시간표시기,부착식,2020-09-24,2EA,,
0387,01,2.038,0,4색등,측주식,2020-09-24, ,,
0387,01,2.038,0,2색보행등+잔여시간표시기,부착식,2020-09-24, ,,
0387,01,2.046,1,2색보행등+잔여시간표시기,부착식,2020-09-24, ,,
0387,01,2.046,1,4색등,측주식,2020-09-24,2EA,,
0387,01,2.057,0,4색등,측주식,2020-09-24, ,,
0387,01,2.057,0,2색보행등+잔여시간표시기,부착식,2020-09-24,2EA,,
0387,01,2.061,1,4색등,측주식,2020-09-24,2EA,,
0387,01,2.061,1,2색보행등+잔여시간표시기,부착식,2020-09-24, ,,
0387,99,2.061,1,2색보행등,부착식,,,,
0387,99,2.061,1,3색등,측주식,,,,
0387,99,2.063,0,3색등,측주식,,,,
0387,99,2.076,1,4색등,측주식,,2ea,,
0387,99,2.076,1,2색보행등+잔여시간표시기,부착식,,,,
0387,99,2.088,0,3색등,측주식,,2ea,,
0387,99,2.104,1,3색등,측주식,,2ea,,
0387,99,2.104,1,2색보행등+잔여시간표시기,부착식,,,,
0387,99,2.109,0,4색등,측주식,,3ea,,
0387,99,2.109,0,3색등,측주식,,2ea,,
0387,99,2.127,1,2색보행등,단주식,,,,
0387,01,2.237,1,2색보행등+잔여시간표시기,부착식,2020-09-24, ,,
0387,01,2.237,1,4색등,측주식,2020-09-24, ,,
0387,01,2.239,0,3색등,측주식,2020-09-24,2EA,,
0387,01,2.239,0,2색보행등+잔여시간표시기,부착식,2020-09-24, ,,
0387,01,2.254,0,2색보행등+잔여시간표시기,단주식,2020-09-24, ,,
0387,01,2.269,0,3색등,측주식,2020-09-24,3EA,,
0387,01,2.269,0,2색보행등+잔여시간표시기,부착식,2020-09-24, ,,
0387,01,2.269,1,4색등,측주식,2020-09-24,2EA,,
0387,01,2.269,1,3색등,측주식,2020-09-24, ,,
0387,99,2.343,0,2색보행등,부착식,,,,
0387,99,2.346,1,3색등,측주식,,3ea,,
0387,99,2.353,1,2색보행등,부착식,,,,
0387,99,2.353,1,기타,측주식,,"3구황색점멸등,2ea",,
0387,99,2.356,0,기타,측주식,,"3구황색점멸등,2ea",,
0387,99,2.356,0,2색보행등+잔여시간표시기,부착식,,,,
0387,99,2.356,0,2색보행등,부착식,,,,
0387,13,2.401,0,4색등,측주식,20190319,4색등X2,,
0387,13,2.401,0,2색보행등+잔여시간표시기,측주식,20190319,보행등+잔여,,
0387,13,2.411,0,2색보행등+잔여시간표시기,측주식,20190319,보행등+잔여,,
0387,13,2.419,1,4색등,측주식,20190319,4색등,,
0387,13,2.419,1,2색보행등+잔여시간표시기,측주식,20190319,보행등+잔여,,
0387,13,2.426,1,2색보행등+잔여시간표시기,측주식,20190319,보행등+잔여,,
0387,99,2.427,0,4색등,측주식,,2ea,,
0387,99,2.427,0,2색보행등,부착식,,,,
0387,13,2.429,0,2색보행등+잔여시간표시기,측주식,20190319,보행등+잔여,,
0387,13,2.429,0,4색등,측주식,20190319,4색등,,
0387,99,2.441,0,기타,측주식,,"3구황색점멸등,2ea",,
0387,99,2.441,0,4색등,측주식,,,,
0387,99,2.444,1,2색보행등,부착식,,,,
0387,99,2.444,1,3색등,측주식,,2ea,,
0387,13,2.447,0,2색보행등+잔여시간표시기,측주식,20190319,보행등+잔여,,
0387,13,2.447,0,4색등,측주식,20190319,4색등,,
0387,13,2.448,1,2색보행등+잔여시간표시기,측주식,20190319,보행등+잔여,,
0387,13,2.448,1,4색등,측주식,20190319,4색등,,
0387,13,2.458,1,4색등,측주식,20190319,4색등X2,,
0387,13,2.458,1,2색보행등+잔여시간표시기,측주식,20190319,보행등+잔여,,
0387,99,2.461,0,기타,측주식,,"3구황색점멸등,2ea",,
0387,99,2.461,0,2색보행등,부착식,,,,
0387,99,2.462,1,2색보행등+잔여시간표시기,부착식,,,,
0387,99,2.462,1,4색등,측주식,,,,
0387,99,2.462,1,3색등,측주식,,2ea,,
0387,99,2.469,1,4색등,측주식,,2ea,,
0387,99,2.471,0,기타,측주식,,3구황색점멸등,,
0387,99,2.549,0,2색보행등,부착식,,,,
0387,99,2.549,1,2색보행등,부착식,,2ea,,
0375,05,0.782,0,3색등,측주식,,3ea,,
0375,05,0.782,0,2색보행등,측주식,,,,
0375,05,0.782,1,2색보행등,측주식,,,,
0375,01,0.889,1,4색등,현수식,2012,,,
0375,01,0.892,1,4색등,현수식,2012,2EA,,
0375,01,0.892,0,4색등,현수식,2012,2EA,,
0375,01,0.892,1,기타,기타,2012,3구보행신호,,
0375,01,0.905,1,기타,기타,2012,3구보행신호,,
0375,01,0.905,1,4색등,현수식,2012,,,
0375,01,0.906,0,기타,기타,2012,3구보행신호,,
0375,01,0.906,0,4색등,현수식,2012,,,
0375,01,0.911,1,4색등,현수식,2012,2EA,,
0375,01,0.911,1,기타,기타,2012,3구보행신호,,
0375,05,1.02,1,3색등,측주식,,2ea,,
0375,01,1.235,0,3색등,현수식,2012,3EA,,
0375,01,1.244,1,3색등,현수식,2012,3EA,,
0375,01,1.546,0,4색등,현수식,2012,2EA,,
0375,01,1.546,0,기타,기타,2012,3구보행신호,,
0375,01,1.55,1,4색등,현수식,2012,,,
0375,01,1.554,1,기타,기타,2012,3구보행신호,,
0375,01,1.554,1,4색등,현수식,2012,3EA,,
0375,01,1.555,0,2색보행등,기타,2012,,,
0375,01,1.564,0,4색등,현수식,2012,3EA,,
0375,01,1.564,0,2색보행등,기타,2012,,,
0375,01,1.565,0,4색등,현수식,2012,,,
0375,01,1.565,1,4색등,현수식,2012,2EA,,
0375,01,2.076,0,3색등,현수식,2012,3EA,,
0375,01,2.076,0,기타,기타,2012,3구보행신호,,
0375,01,2.083,1,3색등,현수식,2012,3EA,,
0375,01,2.083,1,기타,기타,2012,3구보행신호,,
0375,01,2.26,0,기타,기타,2012,3구보행신호,,
0375,01,2.26,0,4색등,현수식,2012,2EA,,
0375,01,2.266,1,4색등,현수식,2012,,,
0375,01,2.266,1,기타,기타,2012,3구보행신호,,
0375,01,2.28,0,4색등,현수식,2012,4EA,,
0375,01,2.28,1,4색등,현수식,2012,5EA,,
0375,01,2.467,1,4색등,현수식,2012,3EA,,
0375,01,2.47,0,4색등,현수식,2012,3EA,,
0375,01,2.491,1,4색등,현수식,2012,,,
0375,01,2.491,1,3색등,현수식,2012,2EA,,
0375,04,3.9,1,3색등,측주식,,2EA,,
0375,04,3.9,1,4색등,측주식,,,,
0375,04,3.923,0,4색등,측주식,,2EA,,
0375,04,3.923,0,3색등,측주식,,3EA,,
0375,04,3.928,1,2색보행등,단주식,,,,
0375,04,3.933,0,2색보행등,단주식,,,,
0375,01,4.909,0,기타,기타,2012,3구보행신호,,
0375,01,4.909,0,3색등,현수식,2012,2EA,,
0375,01,4.914,1,4색등,현수식,2012,2EA,,
0375,01,4.914,1,기타,기타,2012,3구보행신호,,
0375,01,4.915,0,2색보행등,기타,2012,,,
0375,01,4.923,0,3색등,현수식,2012,,,
0375,01,4.924,0,3색등,현수식,2012,2EA,,
0375,01,4.924,0,2색보행등,기타,2012,,,
0375,01,4.932,1,4색등,현수식,2012,2EA,,
0375,06,5.205,1,2색보행등,기타,037506P05205D,,,
0375,06,5.205,1,4색등,기타,037506P05205D,,,
0375,06,5.205,1,4색등,기타,037506P05205D,,,
0375,06,5.205,1,4색등,기타,037506P05205D,,,
0375,06,5.212,0,2색보행등,기타,037506P05212U,,,
0375,06,5.235,1,2색보행등,기타,037506P05235D,,,
0375,01,5.347,0,3색등,현수식,2012,2EA,,
0375,01,5.347,0,기타,기타,2012,3구보행신호,,
0375,01,5.354,1,4색등,현수식,2012,,,
0375,01,5.354,1,3색등,현수식,2012,,,
0375,01,5.354,1,기타,기타,2012,3구보행신호,,
0375,01,5.364,0,3색등,현수식,2012,,,
0375,01,5.364,1,4색등,현수식,2012,2EA,,
0375,01,5.365,0,2색보행등,기타,2012,,,
0375,01,5.365,0,3색등,현수식,2012,2EA,,
0375,01,5.66,0,3색등,현수식,2012,2EA,,
0375,01,5.66,0,기타,기타,2012,3구보행신호,,
0375,01,5.665,1,기타,기타,2012,3구보행신호,,
0375,01,5.665,1,3색등,현수식,2012,2EA,,
0375,04,5.96,0,기타,측주식,,"황색3구점멸등,3EA",,
0375,01,6.282,1,4색등,현수식,2012,4EA,,
0375,01,6.31,0,4색등,현수식,2012,2EA,,
0375,01,6.325,1,기타,기타,2012,3구보행신호,,
0375,01,6.325,1,4색등,현수식,2012,2EA,,
0375,01,6.327,0,4색등,현수식,2012,4EA,,
0375,01,6.327,0,기타,기타,2012,3구보행신호,,
0375,01,6.637,1,3색등,현수식,2012,2EA,,
0375,01,6.637,1,기타,기타,2012,3구보행신호,,
0375,01,6.641,1,기타,기타,2012,3구보행신호,,
0375,01,6.646,0,3색등,현수식,2012,2EA,,
0375,01,6.646,0,기타,기타,2012,3구보행신호,,
0375,01,6.66,0,3색등,현수식,2012,,,
0375,04,8.45,0,기타,측주식,,"황색3구점멸등,3EA",,
0372,04,0.021,1,2색보행등,기타,037204P00021D,,,
0372,04,0.027,0,4색등,기타,037204P00027U,,,
0372,04,0.027,0,4색등,기타,037204P00027U,,,
0372,04,0.027,0,2색보행등,기타,037204P00027U,,,
0372,04,0.027,0,4색등,기타,037204P00027U,,,
0372,10,0.042,0,3색등,측주식,,3색등 4EA,,
0372,10,0.432,0,3색등,측주식,,3색등 4EA,,
0372,04,0.569,1,기타,기타,037204P00569D,,,
0372,08,0.75,1,기타,현수식,,,,
0372,10,0.869,0,3색등,측주식,,3색등 6EA,,
0372,10,1.209,0,3색등,측주식,,3색등 2EA,,
0372,10,1.625,0,2색보행등,측주식,,1EA,,
0372,10,1.628,1,4색등,측주식,,"4색등 3EA, 3색등 2EA",,
0372,04,2.56,0,3색등,기타,037204P02560U,,,
0372,04,2.56,0,3색등,기타,037204P02560U,,,
0372,04,2.56,0,3색등,기타,037204P02560U,,,
0372,02,3.192,1,3색등,측주식,,3개,,
0372,04,3.435,0,기타,기타,037204P03435U,,,
0372,04,3.727,0,기타,기타,037204P03727U,,,
0372,04,4.442,1,2색등,기타,037204P04442U,,,
0372,04,4.442,1,2색등,기타,037204P04442U,,,
0372,04,4.442,1,2색등,기타,037204P04442U,,,
0372,04,5.154,1,기타,기타,,황색2구점멸등,,
0372,04,5.168,1,기타,기타,,황색2구점멸등,,
0372,04,5.188,1,기타,기타,,황색2구점멸등,,
0372,04,5.196,1,기타,기타,,황색2구점멸등,,
0372,04,6.213,1,기타,현수식,,"황색2구점멸등,5EA",,
0372,08,6.234,1,3색등,측주식,20181130,,,
0372,08,6.234,1,4색등,측주식,20181130,,,
0372,08,6.234,0,3색등,측주식,20181130,,,
0372,08,6.234,0,3색등,측주식,20181130,,,
0372,08,6.234,1,3색등,측주식,20181130,,,
0372,08,6.234,1,2색보행등+잔여시간표시기,측주식,20181130,,,
0372,08,6.234,0,2색보행등+잔여시간표시기,측주식,20181130,,,
0372,08,6.234,1,4색등,측주식,20181130,,,
0372,08,6.261,1,4색등,측주식,20181130,,,
0372,08,6.261,1,4색등,측주식,20181130,,,
0372,08,6.277,0,3색등,측주식,20181130,,,
0372,08,6.374,0,기타,측주식,20181130,,,
0372,08,6.385,0,기타,측주식,20181130,,,
0372,08,6.394,0,3색등,측주식,20181130,,,
0372,08,6.394,0,3색등,측주식,20181130,,,
0372,08,6.394,0,3색등,측주식,20181130,,,
0372,08,6.394,0,3색등,측주식,20181130,,,
0372,08,6.398,0,기타,측주식,20181130,,,
0372,08,6.414,0,기타,측주식,20181130,,,
0372,08,6.429,0,기타,측주식,20181130,,,
0372,08,6.445,0,기타,측주식,20181130,,,
0372,08,6.461,0,기타,측주식,20181130,,,
0372,08,6.476,0,기타,측주식,20181130,,,
0372,03,7.651,0,2색보행등,기타,037203P07651U,,,
0372,03,7.655,1,4색등,기타,037203P07655D,,,
0372,03,7.655,1,4색등,기타,037203P07655D,,,
0372,03,7.655,1,4색등,기타,037203P07655D,,,
0387,99,2.549,1,3색등,측주식,,3ea,,
0387,99,2.549,0,3색등,측주식,,4ea,,
0387,99,2.562,0,기타,측주식,,3구황색점멸등,,
0387,99,2.564,1,2색보행등,부착식,,2ea,,
0387,99,2.564,1,3색등,측주식,,2ea,,
0387,99,2.701,0,2색보행등+잔여시간표시기,단주식,,,,
0387,99,2.709,1,3색등,측주식,,2ea,,
0387,99,2.709,1,2색보행등+잔여시간표시기,부착식,,,,
0387,99,2.714,1,2색보행등,단주식,,,,
0387,99,2.718,0,3색등,측주식,,4ea,,
0387,13,2.788,0,기타,측주식,20190319,1구 경고등,,
0387,13,2.789,1,기타,측주식,20190319,1구 경고등,,
0387,13,2.827,0,기타,측주식,20190319,1구 경고등,,
0387,13,2.828,1,기타,측주식,20190319,1구 경고등,,
0387,99,2.846,1,2색보행등+잔여시간표시기,부착식,,,,
0387,99,2.846,1,3색등,측주식,,2ea,,
0387,99,2.853,0,2색보행등+잔여시간표시기,단주식,,,,
0387,99,2.859,0,3색등,측주식,,2ea,,
0387,13,2.867,0,기타,측주식,20190319,1구 경고등,,
0387,13,2.868,1,기타,측주식,20190319,1구 경고등,,
0387,99,2.889,1,2색보행등+잔여시간표시기,단주식,,,,
0387,99,2.891,0,3색등,측주식,,3ea,,
0387,99,2.891,0,4색등,측주식,,2ea,,
0387,99,2.906,1,2색보행등+잔여시간표시기,부착식,,,,
0387,99,2.906,1,4색등,측주식,,3ea,,
0387,13,2.907,0,기타,측주식,20190319,1구 경고등,,
0387,99,2.907,0,3색등,측주식,,3ea,,
0387,13,2.909,1,기타,측주식,20190319,1구 경고등,,
0387,13,2.947,0,기타,측주식,20190319,1구 경고등,,
0387,13,2.949,1,기타,측주식,20190319,1구 경고등,,
0387,13,2.987,0,기타,측주식,20190319,1구 경고등,,
0387,13,2.99,1,기타,측주식,20190319,1구 경고등,,
0387,13,3.027,0,기타,측주식,20190319,1구 경고등,,
0387,13,3.03,1,기타,측주식,20190319,1구 경고등,,
0387,13,3.067,0,기타,측주식,20190319,1구 경고등,,
0387,13,3.071,1,기타,측주식,20190319,1구 경고등,,
0387,99,3.089,0,3색등,측주식,,,,
0387,99,3.089,0,4색등,측주식,,,,
0387,99,3.092,0,4색등,측주식,,,,
0387,99,3.092,0,3색등,측주식,,,,
0387,99,3.093,1,4색등,측주식,,,,
0387,99,3.093,1,2색보행등+잔여시간표시기,부착식,,,,
0387,99,3.097,1,2색보행등+잔여시간표시기,부착식,,,,
0387,99,3.097,1,4색등,측주식,,,,
0387,99,3.103,0,4색등,측주식,,,,
0387,99,3.103,0,2색보행등+잔여시간표시기,부착식,,,,
0387,13,3.107,0,기타,측주식,20190319,1구 경고등,,
0387,99,3.109,1,2색보행등+잔여시간표시기,부착식,,,,
0387,13,3.111,1,기타,측주식,20190319,1구 경고등,,
0387,99,3.112,0,4색등,측주식,,,,
0387,99,3.112,0,2색보행등+잔여시간표시기,부착식,,,,
0387,99,3.115,1,2색보행등+잔여시간표시기,부착식,,,,
0387,99,3.115,1,4색등,측주식,,,,
0387,13,3.14,1,기타,측주식,20190319,1구 경고등,,
0387,13,3.145,0,기타,측주식,20190319,1구 경고등,,
0387,99,3.182,0,2색보행등,부착식,,2ea,,
0387,99,3.182,0,4색등,측주식,,2ea,,
0387,99,3.183,1,4색등,측주식,,2ea,,
0387,99,3.183,1,2색보행등,부착식,,,,
0387,99,3.195,0,4색등,측주식,,2ea,,
0387,99,3.195,0,2색보행등,부착식,,2ea,,
0387,99,3.198,1,4색등,측주식,,2ea,,
0387,99,3.198,1,2색보행등,부착식,,2ea,,
0387,99,3.258,0,3색등,측주식,,,,
0387,99,3.258,0,2색보행등,부착식,,,,
0387,99,3.267,1,2색보행등+잔여시간표시기,부착식,,,,
0387,99,3.267,1,4색등,측주식,,4ea,,
0387,99,3.267,1,2색보행등,부착식,,,,
0387,13,3.327,1,2색보행등+잔여시간표시기,측주식,20190319,보행등+잔여X2,,
0387,13,3.327,1,4색등,측주식,20190319,4색등,,
0387,13,3.329,0,4색등,측주식,20190319,4색등X2,,
0387,13,3.34,0,4색등,측주식,20190319,4색등X2,,
0387,13,3.34,0,2색보행등,측주식,20190319,2색보행등X2,,
0387,13,3.357,0,4색등,측주식,20190319,4색등,,
0387,13,3.357,0,2색보행등+잔여시간표시기,측주식,20190319,2색보행등+잔여,,
0387,13,3.363,1,4색등,측주식,20190319,4색등X4,,
0387,07,3.953,1,기타,측주식,20181130,,,
0387,07,3.972,1,기타,측주식,20181130,,,
0387,13,3.977,0,2색보행등+잔여시간표시기,측주식,20190319,2색보행등+잔여,,
